model_id,terms,n_parameters,rank,condition_number,converged,optimizer_message,log_likelihood,AIC,AICc,eta_min,eta_max,n_eta_clipped_low,n_eta_clipped_high,eta_clipping_used,n_bound_hits,bound_hits,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,n_events,n_bins,exposure_kyr,fit_valid,invalid_reason,realization_id
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.956121271623115,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.7090503306352,421.4181006612704,421.48513976741566,-2.0578479870951343,-0.43498112548764833,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01858
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.789429913561253,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-197.16768411424616,408.3353682284923,408.46078816130307,-2.9272469462341744,0.2584330361164344,0.0,0.0,False,0.0,,325.8606720730449,6.22555793306288,55.0,901,180.0,True,,joint_01858
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.171292640671616,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-203.91424608770464,419.8284921754093,419.9224519069529,-2.471506753879334,-0.4410949594780367,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01858
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.844409677760385,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-196.51533060846623,409.03066121693246,409.19209619451095,-2.8873000050218076,0.23639344882507984,0.0,0.0,False,0.0,,325.022377918812,5.592892647366378,55.0,901,180.0,True,,joint_01858
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.04395984553534,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.65928633491467,423.31857266982934,423.41253240137297,-2.0642440854545043,-0.41444808306809666,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01858
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,17.01990535258604,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-196.24602650881664,408.4920530176333,408.6534879952118,-3.030103357115024,0.3165856672670131,0.0,0.0,False,0.0,,326.6044521013111,7.281338083270601,55.0,901,180.0,True,,joint_01858
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.88359342893981,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-200.50524710596653,413.01049421193306,413.1044539434767,-3.2010233872642466,-0.04508856037949571,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01858
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.61807243498563,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-196.19970648578743,408.39941297157486,408.56084794915336,-3.1757827693358065,0.2059679011758122,0.0,0.0,False,0.0,,308.0047999618589,3.9969995170188652,55.0,901,180.0,True,,joint_01858
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.987377450814602,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-206.15972143043774,422.3194428608755,422.38648196702076,-2.0791978350899507,-0.5379588634263008,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05740
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.731866085492154,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.9884129505436,411.9768259010872,412.10224583389794,-2.8761849620631654,0.10933222729702052,0.0,0.0,False,0.0,,331.3553758158621,5.107876252465451,55.0,901,180.0,True,,joint_05740
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.178871568994538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-204.4161411335453,420.8322822670906,420.9262419986342,-2.200098471151736,-0.5380644308438702,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05740
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.77277860957922,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.40524371577698,412.81048743155395,412.97192240913245,-2.8983670523952236,0.17385200297888903,0.0,0.0,False,0.0,,330.5048882947067,4.54178983291357,55.0,901,180.0,True,,joint_05740
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.073512306362215,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-206.15457769657723,424.30915539315447,424.4031151246981,-2.0810660932247735,-0.5311047906124338,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05740
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,16.941603265742945,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-198.43594332065072,412.87188664130144,413.03332161887994,-3.2036937654160758,0.18308387047317298,0.0,0.0,False,0.0,,331.2985596759163,5.774749955307814,55.0,901,180.0,True,,joint_05740
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.85890292023982,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-200.9177370173899,413.8354740347798,413.9294337663234,-3.4182521624275326,-0.08725208862537626,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05740
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.54152444183962,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-197.92613120748513,411.85226241497026,412.01369739254875,-3.556070918639864,0.14150433647054994,0.0,0.0,False,0.0,,310.76222555711774,3.154840132400574,55.0,901,180.0,True,,joint_05740
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.994950902003565,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.90332651352614,421.8066530270523,421.87369213319755,-2.160932320241531,-0.5718794589469844,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01950
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.80383862041696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.26090438336647,410.52180876673293,410.6472286995437,-2.8257836676579142,0.14396349475875936,0.0,0.0,False,0.0,,328.12822757066203,5.504879116445153,55.0,901,180.0,True,,joint_01950
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.196127189352342,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-204.9076217228789,421.8152434457578,421.90920317730144,-2.090519275973187,-0.6817373089387153,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01950
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.847328746596535,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.01109450380034,412.0221890076007,412.18362398517917,-2.8410802332239395,0.11341132246260188,0.0,0.0,False,0.0,,327.51896613899964,5.146805813578193,55.0,901,180.0,True,,joint_01950
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.08209604457234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.81940565140746,423.63881130281493,423.73277103435856,-2.1768630843149412,-0.5753542229555977,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01950
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,17.035093221939206,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-197.11424079815566,410.2284815963113,410.3899165738898,-3.3078050326939823,0.0757059152151014,0.0,0.0,False,0.0,,328.68782403285684,6.670671753182082,55.0,901,180.0,True,,joint_01950
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.91270415285821,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-200.18787301289942,412.37574602579883,412.46970575734247,-3.6066633248227937,-0.20919153085034692,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_01950
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.654934273588566,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-196.76279500218288,409.52559000436577,409.68702498194426,-3.6314938484597143,0.006786246587569433,0.0,0.0,False,0.0,,303.72641894369247,3.3294190331613165,55.0,901,180.0,True,,joint_01950
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.971987964732378,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-205.04403877285705,420.0880775457141,420.1551166518594,-2.2331141227449307,-0.3729540379227141,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08028
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.74720789311859,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-200.09111322936087,414.18222645872174,414.3076463915325,-2.902027763059616,-0.06583281299528143,0.0,0.0,False,0.0,,334.4967594468254,3.8326194988324587,55.0,901,180.0,True,,joint_08028
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.16889544588338,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-204.79809829822128,421.59619659644255,421.6901563279862,-2.1766308329506545,-0.4997804489960752,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08028
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.780448920255942,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-200.09061194141688,416.18122388283376,416.34265886041226,-2.902088821181443,-0.06934758548439113,0.0,0.0,False,0.0,,334.5107641458347,3.846740845255579,55.0,901,180.0,True,,joint_08028
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.05749825232096,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-205.00391804350087,422.00783608700175,422.1017958185454,-2.225949936770628,-0.3926392921051629,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08028
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,16.947660382192108,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-200.00798648307665,416.0159729661533,416.1774079437318,-3.025776557798953,-0.02017906288892224,0.0,0.0,False,0.0,,334.50922161015154,3.991745542956944,55.0,901,180.0,True,,joint_08028
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.86673482416596,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-202.42277082188403,416.84554164376806,416.9395013753117,-3.0486624057876224,-0.15802513521946715,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08028
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.52419417650238,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-200.0108277794767,416.0216555589534,416.1830905365319,-3.063797337816024,-0.0490416960704414,0.0,0.0,False,0.0,,329.91730408978185,3.263380094927169,55.0,901,180.0,True,,joint_08028
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.993015623383217,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-205.60356173274263,421.20712346548527,421.27416257163054,-2.1762990191972036,-0.495332210918359,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08732
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.713220241897467,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-197.98015859706598,409.96031719413196,410.0857371269427,-2.7563693927994706,0.2099987156461427,0.0,0.0,False,0.0,,318.75055980255814,5.425204858247766,55.0,901,180.0,True,,joint_08732
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.177096478506353,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-203.6268125486722,419.2536250973444,419.34758482888805,-2.3940526097642043,-0.5223209185576443,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08732
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.757867772672682,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-196.98543803687477,409.97087607374954,410.13231105132803,-3.008238278704691,0.16469506854659133,0.0,0.0,False,0.0,,316.95859623239653,4.883081887736838,55.0,901,180.0,True,,joint_08732
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.076587620645626,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.46530991709056,422.93061983418113,423.02457956572476,-2.1970589694275624,-0.49029445625158385,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08732
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,16.92846216199501,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-196.63783245950208,409.27566491900416,409.43709989658265,-3.2492568499156054,0.17290063732507122,0.0,0.0,False,0.0,,319.90641914354603,6.680341433622211,55.0,901,180.0,True,,joint_08732
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.83343850938976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-201.49121486148667,414.98242972297334,415.07638945451697,-3.3086044494291746,-0.2502493461187081,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_08732
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.52179746127776,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-196.83301800915683,409.66603601831366,409.82747099589216,-3.398067516011818,0.05978479004002524,0.0,0.0,False,0.0,,295.77580554867075,3.831584202173631,55.0,901,180.0,True,,joint_08732
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,16.01969451297165,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.98369050873163,421.96738101746325,422.0344201236085,-2.0921444949394705,-0.4885130627867823,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_06901
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.91253370904308,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-198.59713802417525,411.1942760483505,411.31969598116126,-2.614674404882031,0.15996681143732072,0.0,0.0,False,0.0,,333.8612054814981,5.37825972688441,55.0,901,180.0,True,,joint_06901
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.249903245785543,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-204.72117137267918,421.44234274535836,421.536302476902,-2.2460187844605546,-0.6051551686864913,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_06901
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.9682084476996,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.25030595594544,412.50061191189087,412.66204688946937,-2.639093359949306,0.17775770811164748,0.0,0.0,False,0.0,,333.59379241254766,4.932237001185181,55.0,901,180.0,True,,joint_06901
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.108509151213976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.9731641819697,423.9463283639394,424.04028809548305,-2.0952392946222376,-0.47866943836487497,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_06901
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,17.14578368572076,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-197.99243399768193,411.98486799536386,412.14630297294235,-2.9355537499803397,0.22766087775923483,0.0,0.0,False,0.0,,333.90608307677473,6.108264268617327,55.0,901,180.0,True,,joint_06901
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,17.02103787289598,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-200.52641293045397,413.05282586090794,413.1467855924516,-3.289646230062508,-0.06812846536464501,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_06901
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.75756970482132,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-197.66238465683776,411.3247693136755,411.486204291254,-3.2208184764336236,0.16392765283562372,0.0,0.0,False,0.0,,316.919292709921,3.2818754224875093,55.0,901,180.0,True,,joint_06901
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.967766203151378,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-205.61635576075622,421.23271152151244,421.2997506276577,-2.139133153357178,-0.45192783990844276,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_09322
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.83825797847722,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-199.09933289229917,412.19866578459835,412.3240857174091,-2.919955421039325,0.04672347120846254,0.0,0.0,False,0.0,,331.97098479979746,4.845013642825623,55.0,901,180.0,True,,joint_09322
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.1919550063572,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-204.61918983763275,421.2383796752655,421.3323394068091,-2.334289569241491,-0.6283627226172848,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_09322
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.89085041246412,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-198.84588074788547,413.69176149577095,413.85319647334944,-2.9602683365846714,0.0513690681218999,0.0,0.0,False,0.0,,331.3503038570066,4.502758015412126,55.0,901,180.0,True,,joint_09322
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.055496857943982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.6069652351204,423.2139304702408,423.30789020178446,-2.1429223318604853,-0.4421613452693638,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_09322
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,17.06479927615012,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.56362567955136,413.12725135910273,413.2886863366812,-3.254907922689176,0.0974147768296767,0.0,0.0,False,0.0,,332.04170396269825,5.4461647609026045,55.0,901,180.0,True,,joint_09322
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.947847143308547,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-200.9239492566263,413.8478985132526,413.9418582447962,-3.3350388723606876,-0.1404512317063893,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_09322
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.679085270595316,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.24260575719944,412.4852115143989,412.6466464919774,-3.4827418592753885,0.03233054574202443,0.0,0.0,False,0.0,,314.0462410356991,3.0892174194159963,55.0,901,180.0,True,,joint_09322
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,16.02959332849945,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.57425547806574,421.1485109561315,421.21555006227675,-2.199193865515296,-0.4936719679181433,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_03459
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.675326284452225,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-199.59841859092845,413.1968371818569,413.32225711466765,-2.7577807773075453,0.13029617879539113,0.0,0.0,False,0.0,,325.23348568566064,4.321149615055138,55.0,901,180.0,True,,joint_03459
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.20094490877169,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-204.09888705819662,420.19777411639325,420.2917338479369,-2.3388300310961103,-0.5720557840114884,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_03459
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.713764848851966,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.98306269065878,413.96612538131757,414.12756035889606,-2.960793238550796,0.05780805996988114,0.0,0.0,False,0.0,,323.6852618997717,3.906031016618679,55.0,901,180.0,True,,joint_03459
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.11182980544553,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.4986452529817,422.9972905059634,423.09125023750704,-2.2153323797527094,-0.5195897929931633,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_03459
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,16.87333133530845,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.70656042968,413.41312085936,413.5745558369385,-3.1806807705540954,-0.017154393125303757,0.0,0.0,False,0.0,,325.9030052862599,5.0460369667812115,55.0,901,180.0,True,,joint_03459
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.82347349681605,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-200.875257935339,413.750515870678,413.8444756022216,-3.471065200513338,-0.23808531000296884,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_03459
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.468786133513685,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-198.0448919783894,412.0897839567788,412.25121893435727,-3.531359457389624,-0.05633389863888283,0.0,0.0,False,0.0,,293.9411385012575,2.77488047297896,55.0,901,180.0,True,,joint_03459
B,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment,5,5.0,15.938932842827004,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-205.20354171732419,420.40708343464837,420.47412254079364,-2.165496380678513,-0.3978388184715609,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05927
BP,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos,7,7.0,16.678792547020674,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-201.50214793045996,417.0042958609199,417.12971579373067,-2.9169114940330294,-0.09510005260192211,0.0,0.0,False,0.0,,338.6780794794274,3.1470523215546855,55.0,901,180.0,True,,joint_05927
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;ecc_scaled,6,6.0,16.134338599916436,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-204.80824789580976,421.6164957916195,421.71045552316315,-2.2857662780543673,-0.5594286422344944,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05927
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;ecc_scaled,8,8.0,16.71409309738399,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-201.46311591555974,418.9262318311195,419.087666808698,-2.9187767597912493,-0.10291151907556184,0.0,0.0,False,0.0,,338.6309937207087,3.0500874037257293,55.0,901,180.0,True,,joint_05927
B_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;obl_scaled,6,6.0,16.02509764879523,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-205.20304332973024,422.40608665946047,422.5000463910041,-2.164583777777623,-0.4001048092810702,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05927
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;obl_scaled,8,8.0,16.880489455608803,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-201.34468673309453,418.68937346618907,418.85080844376756,-3.0770406082004094,-0.15881533251019675,0.0,0.0,False,0.0,,338.4630934409164,3.320870060944146,55.0,901,180.0,True,,joint_05927
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;insol65n_scaled,6,6.0,16.81483167077759,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-202.9712868619626,417.9425737239252,418.0365334554688,-3.0994369036172618,-0.20329695371703127,0.0,0.0,False,0.0,,,,55.0,901,180.0,True,,joint_05927
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;mis6_segment;pre_phase_sin;pre_phase_cos;insol65n_scaled,8,8.0,17.458506196160712,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-201.41471820918082,418.82943641836164,418.99087139594013,-3.0801116499990235,-0.17687135714758295,0.0,0.0,False,0.0,,333.5848983268127,2.6405602781031448,55.0,901,180.0,True,,joint_05927
