realization_id,within_observation_support,n_response_events,response_exposure_kyr,all_comparisons_valid,invalid_reason
joint_07174,True,53.0,162.21609700000005,True,
joint_08022,True,53.0,164.01452500000005,True,
joint_07442,True,53.0,164.764113,True,
joint_09460,True,53.0,167.29947000000004,True,
joint_07997,True,53.0,165.713348,True,
joint_06182,True,53.0,162.42167000000006,True,
joint_01627,True,53.0,168.157871,True,
joint_00246,True,53.0,165.28571800000003,True,
joint_07478,True,53.0,165.995425,True,
joint_08347,True,53.0,166.10323900000003,True,
joint_00287,True,53.0,166.11782600000004,True,
joint_00862,True,53.0,164.58335700000003,True,
joint_09559,True,53.0,165.48346800000002,True,
joint_09524,True,53.0,166.56860800000004,True,
joint_05255,True,53.0,164.707555,True,
joint_03938,True,53.0,160.35662200000002,True,
joint_08765,True,53.0,164.48293900000002,True,
joint_06357,True,53.0,161.65273700000006,True,
joint_04954,True,53.0,165.921195,True,
joint_03839,True,53.0,164.37225900000004,True,
joint_03675,True,53.0,163.56640800000002,True,
joint_00813,True,53.0,159.58549200000004,True,
joint_06382,True,53.0,166.20729700000004,True,
joint_02298,True,53.0,163.78924900000004,True,
joint_06865,True,53.0,164.55419000000006,True,
joint_00043,True,53.0,167.12322500000002,True,
joint_09490,True,53.0,163.59978300000006,True,
joint_03156,True,53.0,164.88501400000007,True,
joint_00595,True,53.0,169.09033600000004,True,
joint_09145,True,53.0,169.74527000000003,True,
joint_02551,True,53.0,161.53743900000003,True,
joint_07961,True,53.0,167.11372900000003,True,
joint_03343,True,53.0,167.43991700000004,True,
joint_00988,True,53.0,162.22518600000004,True,
joint_05877,True,53.0,165.67521600000003,True,
joint_01293,True,53.0,162.94915600000002,True,
joint_04407,True,53.0,170.98077999999998,True,
joint_07887,True,53.0,165.18654100000003,True,
joint_09601,True,53.0,161.535907,True,
joint_08218,True,53.0,167.028681,True,
joint_02513,True,53.0,163.90354200000002,True,
joint_04138,True,53.0,168.88962200000003,True,
joint_02984,True,53.0,164.50227000000007,True,
joint_03847,True,53.0,167.45711200000005,True,
joint_02938,True,53.0,167.694207,True,
joint_00610,True,53.0,165.187158,True,
joint_02910,True,53.0,163.02705400000002,True,
joint_08411,True,53.0,164.83032000000003,True,
joint_05168,True,53.0,162.38492800000003,True,
joint_00485,True,53.0,166.07176200000004,True,
joint_08585,True,53.0,165.70431000000002,True,
joint_04512,True,53.0,165.553205,True,
joint_01754,True,53.0,158.87598200000002,True,
joint_06622,True,53.0,168.57537700000003,True,
joint_05169,True,53.0,165.87611700000002,True,
joint_01257,True,53.0,159.09089000000003,True,
joint_03473,True,53.0,170.03045400000002,True,
joint_07670,True,53.0,163.92779000000002,True,
joint_02218,True,53.0,170.77499,True,
joint_00563,True,53.0,165.47288000000003,True,
joint_05538,True,53.0,169.69385400000004,True,
joint_08381,True,53.0,163.92986100000005,True,
joint_06495,True,53.0,166.18376300000003,True,
joint_08320,True,53.0,166.58033300000005,True,
joint_05982,True,53.0,163.30814800000005,True,
joint_08638,True,53.0,165.36266200000006,True,
joint_06573,True,53.0,166.29417500000002,True,
joint_09553,True,53.0,167.412999,True,
joint_03221,True,53.0,164.063444,True,
joint_08757,True,53.0,163.714738,True,
joint_00766,True,53.0,165.10169800000006,True,
joint_09165,True,53.0,162.77503100000004,True,
joint_02359,True,53.0,166.53830900000003,True,
joint_03699,True,53.0,165.08254800000003,True,
joint_02115,True,53.0,164.97469700000005,True,
joint_03897,True,53.0,168.678784,True,
joint_06064,True,53.0,166.165862,True,
joint_05459,True,53.0,164.30850600000002,True,
joint_05642,True,53.0,166.22632300000004,True,
joint_03492,True,53.0,163.87088200000002,True,
joint_01163,True,53.0,165.64630300000005,True,
joint_00891,True,53.0,166.35694100000003,True,
joint_06592,True,53.0,160.16702400000003,True,
joint_04188,True,53.0,165.815496,True,
joint_04101,True,53.0,164.91085700000002,True,
joint_06731,True,53.0,164.42789500000003,True,
joint_00167,True,53.0,165.72235800000004,True,
joint_02319,True,53.0,161.74690800000002,True,
joint_00211,True,53.0,170.05039500000004,True,
joint_06306,True,53.0,161.39052200000003,True,
joint_08435,True,53.0,167.80509100000006,True,
joint_09530,True,53.0,166.80819400000001,True,
joint_06369,True,53.0,168.74326300000007,True,
joint_00473,True,53.0,167.99170100000003,True,
joint_03239,True,53.0,164.99496700000003,True,
joint_00236,True,53.0,164.62656600000003,True,
joint_09056,True,53.0,165.49111700000003,True,
joint_04865,True,53.0,165.80390800000004,True,
joint_04168,True,53.0,160.88659300000003,True,
joint_03175,True,53.0,164.53020800000004,True,
joint_05339,True,53.0,167.55276900000004,True,
joint_00850,True,53.0,162.874119,True,
joint_08546,True,53.0,166.31535000000002,True,
joint_04605,True,53.0,169.10294400000004,True,
joint_02840,True,53.0,163.997321,True,
joint_06693,True,53.0,167.092196,True,
joint_08935,True,53.0,163.67795900000002,True,
joint_02031,True,53.0,166.22801100000004,True,
joint_02336,True,53.0,164.97920600000003,True,
joint_05174,True,53.0,160.89939600000002,True,
joint_07983,True,53.0,168.32246200000003,True,
joint_00147,True,53.0,163.87549700000005,True,
joint_05173,True,53.0,169.82854600000002,True,
joint_09164,True,53.0,163.68800100000004,True,
joint_02532,True,53.0,166.78217800000004,True,
joint_09596,True,53.0,166.83982400000002,True,
joint_07231,True,53.0,163.90917700000006,True,
joint_05955,True,53.0,166.38085700000002,True,
joint_09073,True,53.0,167.56567800000005,True,
joint_08639,True,53.0,169.8195,True,
joint_03891,True,53.0,165.53305400000005,True,
joint_07635,True,53.0,166.45946300000003,True,
joint_06444,True,53.0,168.74390700000004,True,
joint_05619,True,53.0,165.6273,True,
joint_07573,True,53.0,169.82184300000003,True,
joint_03217,True,53.0,170.22118700000004,True,
joint_09560,True,53.0,165.000794,True,
joint_05070,True,53.0,164.23352900000003,True,
joint_01557,True,53.0,163.60543300000006,True,
joint_01221,True,53.0,165.85197700000003,True,
joint_05402,True,53.0,166.21374600000001,True,
joint_08424,True,53.0,161.53827700000005,True,
joint_06600,True,53.0,163.902238,True,
joint_06958,True,53.0,165.285576,True,
joint_05224,True,53.0,165.42616900000002,True,
joint_06128,True,53.0,163.63853300000005,True,
joint_00295,True,53.0,169.09146200000004,True,
joint_02975,True,53.0,164.34441200000003,True,
joint_06770,True,53.0,161.94690800000004,True,
joint_09726,True,53.0,166.62104700000003,True,
joint_06190,True,53.0,163.85832600000003,True,
joint_07857,True,53.0,165.58875600000005,True,
joint_07402,True,53.0,168.74575100000004,True,
joint_02857,True,53.0,163.609223,True,
joint_04536,True,53.0,165.09664400000003,True,
joint_03530,True,53.0,160.70059300000003,True,
joint_07459,True,53.0,164.299799,True,
joint_09402,True,53.0,161.28538500000002,True,
joint_04663,True,53.0,166.09588300000001,True,
joint_01630,True,53.0,163.94074200000006,True,
joint_05326,True,53.0,163.24339100000003,True,
joint_04153,True,53.0,162.576591,True,
joint_00882,True,53.0,161.501864,True,
joint_09228,True,53.0,165.45056000000005,True,
joint_09125,True,53.0,166.78371700000002,True,
joint_06152,True,53.0,166.68287400000003,True,
joint_07414,True,53.0,164.10186700000003,True,
joint_04920,True,53.0,164.91802,True,
joint_06177,True,53.0,165.66763500000002,True,
joint_08762,True,53.0,159.03382200000004,True,
joint_00851,True,53.0,164.681148,True,
joint_04543,True,53.0,163.49250700000005,True,
joint_00181,True,53.0,164.97549200000003,True,
joint_00240,True,53.0,161.30829500000004,True,
joint_03680,True,53.0,163.48439000000002,True,
joint_01201,True,53.0,165.91437900000005,True,
joint_08705,True,53.0,170.55865900000003,True,
joint_08224,True,53.0,166.62717600000002,True,
joint_03983,True,53.0,164.91842400000002,True,
joint_07393,True,53.0,162.78980900000005,True,
joint_04696,True,53.0,163.32198000000005,True,
joint_07355,True,53.0,164.43694800000003,True,
joint_08920,True,53.0,162.38409300000004,True,
joint_09875,True,53.0,161.17174300000005,True,
joint_00899,True,53.0,160.838995,True,
joint_06055,True,53.0,164.049171,True,
joint_02408,True,53.0,163.30371800000006,True,
joint_06154,True,53.0,164.87293900000003,True,
joint_09836,True,53.0,161.09103700000003,True,
joint_04816,True,53.0,161.30941600000006,True,
joint_00524,True,53.0,165.23984100000004,True,
joint_06142,True,53.0,160.93185300000005,True,
joint_01346,True,53.0,165.20503200000002,True,
joint_04722,True,53.0,167.06856400000004,True,
joint_06092,True,53.0,164.83981700000004,True,
joint_00615,True,53.0,165.533837,True,
joint_09418,True,53.0,162.606918,True,
joint_08209,True,53.0,168.70384400000003,True,
joint_06983,True,53.0,167.09364400000004,True,
joint_05587,True,53.0,164.76584700000006,True,
joint_07530,True,53.0,165.416043,True,
joint_06797,True,53.0,165.46697,True,
joint_08641,True,53.0,165.226112,True,
joint_02508,True,53.0,156.02393100000006,True,
joint_02990,True,53.0,165.28290700000002,True,
joint_05719,True,53.0,164.17445800000007,True,
joint_05029,True,53.0,167.05582000000004,True,
joint_01114,True,53.0,165.44567800000004,True,
joint_08165,True,53.0,161.791381,True,
joint_07763,True,53.0,162.90503300000003,True,
joint_07072,True,53.0,160.26473800000002,True,
joint_06945,True,53.0,161.64195100000003,True,
joint_06005,True,53.0,162.80449300000004,True,
joint_00356,True,53.0,165.30066800000003,True,
joint_04020,True,53.0,166.01040300000005,True,
joint_08860,True,53.0,166.05519500000003,True,
joint_01210,True,53.0,162.41261300000002,True,
joint_06179,True,53.0,163.024021,True,
joint_01919,True,53.0,164.06099600000005,True,
joint_02157,True,53.0,162.06896500000005,True,
joint_02307,True,53.0,159.44023800000002,True,
joint_05937,True,53.0,162.450649,True,
joint_03760,True,53.0,171.18838500000004,True,
joint_03092,True,53.0,168.91407400000003,True,
joint_05979,True,53.0,167.34698500000002,True,
joint_06853,True,53.0,172.06714200000005,True,
joint_07916,True,53.0,162.52299400000004,True,
joint_09795,True,53.0,162.86933700000003,True,
joint_00437,True,53.0,168.39386100000002,True,
joint_06488,True,53.0,159.05196700000005,True,
joint_05259,True,53.0,160.94019900000006,True,
joint_01299,True,53.0,164.23657900000003,True,
joint_02583,True,53.0,163.346719,True,
joint_00762,True,53.0,160.90224600000005,True,
joint_01782,True,53.0,164.502365,True,
joint_01002,True,53.0,167.82555300000004,True,
joint_08308,True,53.0,166.92161300000004,True,
joint_03727,True,53.0,167.22839000000005,True,
joint_07864,True,53.0,163.36175600000004,True,
joint_07506,True,53.0,170.13398200000006,True,
joint_03366,True,53.0,161.03852100000003,True,
joint_08049,True,53.0,162.06318200000004,True,
joint_08018,True,53.0,162.54841900000002,True,
joint_08981,True,53.0,168.122722,True,
joint_09830,True,53.0,167.03777800000006,True,
joint_04796,True,53.0,163.67276700000002,True,
joint_06381,True,53.0,169.06049800000002,True,
joint_09696,True,53.0,166.761213,True,
joint_00148,True,53.0,164.52113200000002,True,
joint_07211,True,53.0,160.51194800000002,True,
joint_06836,True,53.0,166.575397,True,
joint_03935,True,53.0,162.43224200000003,True,
joint_07458,True,53.0,163.12616500000001,True,
joint_05210,True,53.0,161.79483900000002,True,
joint_04419,True,53.0,164.539557,True,
joint_01800,True,53.0,160.02224200000003,True,
joint_03204,True,53.0,163.76998000000003,True,
joint_09525,True,53.0,163.25981600000003,True,
joint_03740,True,53.0,162.86320400000005,True,
joint_07755,True,53.0,166.30598300000003,True,
joint_09348,True,53.0,164.946242,True,
joint_08504,True,53.0,167.46260200000006,True,
joint_02413,True,53.0,165.67417800000004,True,
joint_01235,True,53.0,165.802769,True,
joint_03453,True,53.0,167.23680200000004,True,
joint_00468,True,53.0,162.86762000000004,True,
joint_04382,True,53.0,162.320208,True,
joint_07696,True,53.0,164.77171700000002,True,
joint_03691,True,53.0,168.57854400000002,True,
joint_02633,True,53.0,168.14525000000003,True,
joint_09160,True,53.0,161.45952900000003,True,
joint_00709,True,53.0,163.48292700000002,True,
joint_02934,True,53.0,164.99860800000005,True,
joint_04903,True,53.0,163.89851800000005,True,
joint_09534,True,53.0,168.19722600000006,True,
joint_09763,True,53.0,165.03887300000002,True,
joint_03533,True,53.0,165.942453,True,
joint_03636,True,53.0,163.381598,True,
joint_02312,True,53.0,165.66267700000003,True,
joint_04476,True,53.0,161.96617200000003,True,
joint_00113,True,53.0,165.55931700000002,True,
joint_01743,True,53.0,165.70404000000002,True,
joint_03228,True,53.0,165.76888000000002,True,
joint_09701,True,53.0,165.25579300000004,True,
joint_04448,True,53.0,162.616014,True,
joint_06021,True,53.0,165.07867000000005,True,
joint_02734,True,53.0,161.12412100000003,True,
joint_09531,True,53.0,161.70643100000007,True,
joint_03443,True,53.0,161.31495700000005,True,
joint_01509,True,53.0,168.02829900000003,True,
joint_03939,True,53.0,168.608337,True,
joint_05783,True,53.0,161.46156200000001,True,
joint_04143,True,53.0,169.33179600000005,True,
joint_01181,True,53.0,166.186844,True,
joint_02877,True,53.0,164.72004300000003,True,
joint_03635,True,53.0,165.80051200000003,True,
joint_05063,True,53.0,163.74682600000003,True,
joint_07777,True,53.0,165.54981000000004,True,
joint_06343,True,53.0,166.3931,True,
joint_09833,True,53.0,163.82189900000003,True,
joint_05004,True,53.0,157.48281400000002,True,
joint_03849,True,53.0,164.093299,True,
joint_07446,True,53.0,168.478629,True,
joint_02911,True,53.0,161.66575600000004,True,
joint_04331,True,53.0,165.276271,True,
joint_09476,True,53.0,169.31983300000002,True,
joint_03297,True,53.0,158.30803000000003,True,
joint_00293,True,53.0,164.767224,True,
joint_03101,True,53.0,167.92100200000002,True,
joint_02172,True,53.0,166.51236,True,
joint_05122,True,53.0,165.913339,True,
joint_04431,True,53.0,162.99918700000006,True,
joint_06761,True,53.0,165.720163,True,
joint_08951,True,53.0,163.51581000000004,True,
joint_05931,True,53.0,164.64913400000006,True,
joint_00007,True,53.0,164.70945,True,
joint_06647,True,53.0,163.61921400000006,True,
joint_03968,True,53.0,167.27531100000004,True,
joint_09038,True,53.0,166.17478900000003,True,
joint_03114,True,53.0,160.51729900000004,True,
joint_07129,True,53.0,163.41190500000005,True,
joint_09633,True,53.0,160.97892500000003,True,
joint_00111,True,53.0,162.03180100000003,True,
joint_09652,True,53.0,162.08819200000005,True,
joint_09978,True,53.0,162.30589500000002,True,
joint_00153,True,53.0,165.514209,True,
joint_08124,True,53.0,162.77020000000005,True,
joint_08349,True,53.0,165.39385500000003,True,
joint_03863,True,53.0,166.82800500000002,True,
joint_02505,True,53.0,171.620079,True,
joint_04425,True,53.0,161.37064400000006,True,
joint_07222,True,53.0,165.69865400000003,True,
joint_06550,True,53.0,160.65903200000002,True,
joint_07874,True,53.0,163.785052,True,
joint_09022,True,53.0,168.55047800000006,True,
joint_01323,True,53.0,164.22576200000003,True,
joint_06709,True,53.0,165.92206000000004,True,
joint_09226,True,53.0,163.56395600000005,True,
joint_03922,True,53.0,168.50498400000004,True,
joint_01940,True,53.0,168.59488700000003,True,
joint_03687,True,53.0,167.35138000000006,True,
joint_07791,True,53.0,165.166332,True,
joint_05595,True,53.0,168.736332,True,
joint_04717,True,53.0,164.333298,True,
joint_04611,True,53.0,168.49532600000003,True,
joint_03882,True,53.0,162.10463800000002,True,
joint_07475,True,53.0,163.21772800000002,True,
joint_02455,True,53.0,162.305097,True,
joint_08801,True,53.0,163.50177300000001,True,
joint_09513,True,53.0,163.02595000000002,True,
joint_08195,True,53.0,165.36411700000002,True,
joint_09651,True,53.0,164.600209,True,
joint_03852,True,53.0,162.48135100000007,True,
joint_08319,True,53.0,165.440672,True,
joint_09463,True,53.0,163.24451600000003,True,
joint_06578,True,53.0,163.61905600000003,True,
joint_02991,True,53.0,165.05167800000004,True,
joint_08296,True,53.0,165.87356100000005,True,
joint_09493,True,53.0,167.537303,True,
joint_03910,True,53.0,166.233427,True,
joint_00852,True,53.0,162.39806200000004,True,
joint_02025,True,53.0,161.53702500000006,True,
joint_02979,True,53.0,162.12613800000003,True,
joint_07611,True,53.0,166.30883700000004,True,
joint_09760,True,53.0,164.64029300000004,True,
joint_00178,True,53.0,164.72561500000006,True,
joint_09948,True,53.0,167.90445900000003,True,
joint_08368,True,53.0,162.28076200000004,True,
joint_03029,True,53.0,161.10282500000002,True,
joint_08194,True,53.0,165.46294700000004,True,
joint_00480,True,53.0,167.31250400000002,True,
joint_06956,True,53.0,168.01043500000003,True,
joint_01547,True,53.0,171.88124000000002,True,
joint_09425,True,53.0,161.10864900000004,True,
joint_04365,True,53.0,168.78895400000005,True,
joint_09064,True,53.0,163.51709900000003,True,
joint_02355,True,53.0,172.732283,True,
joint_02103,True,53.0,166.81311600000004,True,
joint_09605,True,53.0,163.80033800000004,True,
joint_00231,True,53.0,166.555367,True,
joint_05327,True,53.0,165.06434000000002,True,
joint_02394,True,53.0,163.98863000000006,True,
joint_04245,True,53.0,164.44375700000006,True,
joint_00704,True,53.0,164.46785800000004,True,
joint_05114,True,53.0,161.76592700000003,True,
joint_07240,True,53.0,163.63386000000003,True,
joint_01427,True,53.0,164.68263100000004,True,
joint_07628,True,53.0,169.40544900000003,True,
joint_02200,True,53.0,163.45668900000004,True,
joint_02169,True,53.0,166.506435,True,
joint_02069,True,53.0,166.19054700000004,True,
joint_00453,True,53.0,163.85865600000002,True,
joint_02535,True,53.0,164.50830800000006,True,
joint_09235,True,53.0,162.60451400000005,True,
joint_09532,True,53.0,165.48489400000005,True,
joint_03969,True,53.0,167.00304300000005,True,
joint_04324,True,53.0,160.56150800000003,True,
joint_06336,True,53.0,166.69210000000004,True,
joint_06608,True,53.0,163.40562900000003,True,
joint_07472,True,53.0,169.42156400000005,True,
joint_02092,True,53.0,159.261863,True,
joint_09359,True,53.0,165.86088900000004,True,
joint_09023,True,53.0,161.21159700000004,True,
joint_08852,True,53.0,165.37056300000006,True,
joint_01966,True,53.0,168.96425900000003,True,
joint_08089,True,53.0,163.94088000000005,True,
joint_05472,True,53.0,164.704313,True,
joint_00375,True,53.0,168.66115900000003,True,
joint_02585,True,53.0,160.46983100000003,True,
joint_00614,True,53.0,164.12061100000003,True,
joint_02089,True,53.0,167.08201300000002,True,
joint_08893,True,53.0,163.17766400000005,True,
joint_02487,True,53.0,166.606673,True,
joint_04255,True,53.0,166.36444700000004,True,
joint_01925,True,53.0,162.65426000000002,True,
joint_07849,True,53.0,163.061507,True,
joint_03764,True,53.0,165.839794,True,
joint_09669,True,53.0,168.57537500000004,True,
joint_08784,True,53.0,163.37664800000002,True,
joint_01698,True,53.0,164.588341,True,
joint_04061,True,53.0,163.92104,True,
joint_07636,True,53.0,167.07768800000002,True,
joint_04757,True,53.0,162.17294800000002,True,
joint_02946,True,53.0,166.64744800000005,True,
joint_08483,True,53.0,164.26257400000003,True,
joint_05522,True,53.0,165.43175300000004,True,
joint_04105,True,53.0,161.872455,True,
joint_08963,True,53.0,164.19724400000004,True,
joint_04388,True,53.0,166.47762800000004,True,
joint_08977,True,53.0,169.16415100000003,True,
joint_01303,True,53.0,166.18429600000002,True,
joint_06257,True,53.0,166.98673100000002,True,
joint_09309,True,53.0,163.88643800000003,True,
joint_08987,True,53.0,167.48699100000005,True,
